Time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
4.544,216,-335,-553,56,384,-444,-362,-411,-571,-673,2175,510
4.546,198,-385,-585,91,392,-484,-288,-281,-424,-554,2104,419
4.548,183,-419,-605,115,393,-512,-218,-165,-291,-445,2047,333
4.55,169,-437,-610,131,388,-524,-154,-63,-174,-349,2006,252
4.552,152,-439,-595,141,372,-517,-99,21,-73,-265,1980,179
4.554,131,-429,-563,146,346,-496,-50,92,9,-193,1965,112
4.556,105,-406,-515,148,309,-460,-8,151,81,-130,1960,53
4.558,79,-375,-457,146,266,-416,27,200,144,-74,1965,1
4.56,53,-338,-393,139,222,-366,61,244,201,-26,1977,-40
4.562,30,-299,-331,131,180,-315,92,283,250,14,1995,-78
4.564,9,-262,-271,123,139,-266,120,317,294,52,2014,-110
4.566,-6,-226,-219,115,104,-222,146,349,335,87,2032,-135
4.568,-22,-196,-172,109,73,-183,170,382,374,123,2048,-152
4.57,-37,-170,-131,102,45,-151,193,411,411,157,2058,-164
4.572,-48,-149,-99,97,22,-125,213,439,445,188,2060,-170
4.574,-55,-131,-73,92,8,-102,229,460,475,216,2055,-172
4.576,-60,-117,-55,87,-1,-87,240,476,497,237,2037,-172
4.578,-61,-107,-43,82,-8,-76,248,488,514,250,2011,-170
4.58,-61,-99,-37,79,-11,-69,255,496,525,260,1975,-170
4.582,-60,-96,-32,76,-13,-65,258,501,533,266,1936,-169
4.584,-61,-92,-30,76,-14,-63,260,504,538,270,1895,-169
4.586,-61,-92,-29,76,-14,-61,263,507,543,271,1855,-169
4.588,-63,-92,-27,78,-16,-61,265,510,546,271,1819,-169
4.59,-65,-94,-27,79,-17,-61,265,514,548,271,1785,-170
4.592,-66,-96,-27,81,-19,-61,266,517,550,270,1757,-172
4.594,-66,-96,-27,79,-17,-63,266,520,553,270,1734,-174
4.596,-65,-96,-29,79,-16,-63,268,524,554,270,1716,-175
4.598,-63,-96,-30,78,-14,-63,268,527,558,270,1705,-175
4.6,-60,-94,-30,76,-13,-63,268,530,561,271,1700,-175
4.602,-60,-92,-30,74,-13,-61,270,535,566,275,1702,-175
4.604,-60,-91,-27,74,-14,-60,271,540,572,278,1707,-174
4.606,-61,-91,-26,74,-16,-58,275,545,577,281,1713,-172
4.608,-65,-91,-22,76,-19,-58,276,550,584,284,1718,-172
4.61,-66,-91,-22,78,-21,-56,279,556,589,286,1718,-172
4.612,-66,-89,-21,78,-21,-56,283,561,593,286,1711,-172
4.614,-65,-87,-21,76,-21,-55,286,564,598,288,1700,-172
4.616,-63,-84,-19,73,-21,-53,291,569,603,289,1682,-172
4.618,-63,-82,-17,71,-21,-52,294,572,608,291,1658,-172
4.62,-63,-81,-16,71,-21,-50,296,577,613,292,1632,-172
4.622,-63,-79,-13,71,-22,-48,299,582,618,294,1604,-172
4.624,-65,-78,-11,69,-24,-47,301,585,623,296,1576,-172
4.626,-65,-76,-9,69,-26,-45,304,592,629,297,1552,-172
4.628,-63,-76,-9,68,-26,-43,307,597,634,299,1526,-172
4.63,-63,-76,-11,69,-24,-45,309,603,639,299,1498,-172
4.632,-65,-79,-11,71,-26,-47,310,608,642,299,1471,-175
4.634,-66,-81,-11,73,-26,-47,312,613,647,297,1443,-177
4.636,-66,-81,-11,73,-26,-47,315,618,652,297,1415,-179
4.638,-66,-81,-11,73,-26,-47,317,623,659,297,1393,-179
4.64,-68,-81,-11,73,-27,-47,320,629,663,299,1373,-180
4.642,-68,-82,-11,74,-27,-47,322,636,670,302,1357,-180
4.644,-69,-82,-11,74,-27,-47,325,644,676,305,1342,-180
4.646,-69,-82,-11,76,-27,-48,327,650,683,309,1329,-182
4.648,-69,-84,-13,76,-27,-50,330,657,689,310,1316,-185
4.65,-69,-86,-14,76,-26,-50,333,665,694,312,1303,-187
4.652,-68,-86,-16,76,-24,-52,336,672,699,314,1288,-188
4.654,-66,-84,-16,74,-22,-52,340,678,704,315,1272,-190
4.656,-65,-82,-17,73,-22,-52,343,686,709,318,1251,-190
4.658,-63,-82,-17,71,-21,-50,346,693,714,320,1227,-192
4.66,-63,-82,-17,71,-21,-52,349,699,719,323,1197,-193
4.662,-63,-82,-17,73,-21,-52,354,707,725,327,1166,-195
4.664,-63,-84,-17,73,-21,-52,359,716,732,331,1139,-196
4.666,-65,-84,-17,74,-22,-52,364,725,738,335,1114,-198
4.668,-66,-86,-16,74,-24,-52,369,735,746,338,1096,-200
4.67,-68,-86,-16,76,-24,-52,374,745,753,341,1083,-201
4.672,-69,-87,-16,78,-26,-53,379,753,759,343,1070,-205
4.674,-71,-91,-16,81,-27,-55,384,761,766,344,1057,-208
4.676,-74,-94,-16,84,-27,-56,390,769,771,346,1044,-211
4.678,-76,-96,-17,86,-29,-58,395,777,777,348,1033,-214
4.68,-79,-99,-16,89,-30,-58,400,784,784,351,1021,-216
4.682,-81,-99,-16,89,-30,-58,405,794,792,354,1010,-219
4.684,-82,-100,-16,91,-32,-58,411,802,800,359,997,-221
4.686,-84,-100,-16,91,-32,-60,418,812,808,362,981,-224
4.688,-86,-104,-16,94,-34,-60,423,821,816,366,963,-226
4.69,-87,-105,-16,96,-34,-61,427,829,823,367,943,-229
4.692,-89,-109,-17,99,-35,-63,434,839,829,371,924,-232
4.694,-92,-112,-17,100,-35,-66,439,847,836,372,901,-235
4.696,-94,-115,-17,104,-37,-68,445,855,841,372,877,-237
4.698,-96,-117,-17,105,-37,-68,450,862,846,374,857,-240
4.7,-97,-115,-16,105,-39,-66,458,870,854,377,841,-240
4.702,-97,-113,-14,104,-40,-65,465,877,862,380,826,-242
4.704,-99,-113,-13,105,-42,-65,471,885,870,384,816,-244
4.706,-100,-112,-11,105,-42,-63,480,891,877,388,808,-247
4.708,-99,-112,-9,104,-43,-61,488,899,885,390,800,-250
4.71,-97,-110,-11,102,-42,-61,494,906,890,392,790,-253
4.712,-97,-110,-13,102,-40,-61,499,911,895,393,779,-258
4.714,-96,-112,-13,102,-40,-63,506,916,899,393,763,-262
4.716,-97,-113,-14,104,-40,-65,512,919,903,392,746,-266
4.718,-99,-115,-13,105,-42,-65,520,924,908,392,729,-270
4.72,-100,-115,-11,107,-43,-63,527,927,912,393,716,-273
4.722,-102,-113,-9,107,-45,-61,533,932,917,395,706,-275
4.724,-104,-113,-8,109,-47,-60,540,935,922,395,696,-278
4.726,-107,-115,-4,110,-50,-60,546,938,927,397,686,-283
4.728,-110,-115,-3,112,-52,-58,553,942,932,395,678,-288
4.73,-113,-115,-1,113,-55,-58,559,947,935,395,668,-292
4.732,-115,-117,0,115,-56,-58,566,950,938,393,657,-297
4.734,-118,-122,0,118,-58,-60,571,953,940,392,646,-302
4.736,-123,-125,-1,123,-60,-63,576,956,942,390,633,-309
4.738,-126,-130,-1,126,-61,-65,582,960,945,388,620,-314
4.74,-128,-131,0,128,-63,-66,589,963,947,388,606,-317
4.742,-131,-133,0,131,-63,-66,595,966,951,388,592,-322
4.744,-133,-136,0,133,-65,-68,602,971,955,388,577,-325
4.746,-138,-138,0,138,-68,-69,608,974,960,388,563,-330
4.748,-141,-141,0,139,-69,-69,616,979,965,388,548,-335
4.75,-143,-141,0,141,-71,-68,624,984,969,390,532,-338
4.752,-144,-143,1,143,-73,-68,633,987,974,390,515,-343
4.754,-148,-144,3,144,-74,-69,639,991,978,390,496,-348
4.756,-149,-146,3,146,-76,-69,646,994,981,392,478,-353
4.758,-152,-148,3,149,-78,-71,650,995,984,392,457,-359
4.76,-156,-151,3,152,-79,-73,654,995,987,393,434,-364
4.762,-157,-152,3,154,-79,-74,657,995,991,395,411,-371
4.764,-157,-152,1,156,-79,-74,660,997,995,398,388,-375
4.766,-157,-152,1,154,-79,-74,665,1000,1002,403,367,-379
4.768,-156,-152,1,154,-78,-74,668,1002,1007,406,344,-382
4.77,-156,-154,0,154,-78,-76,672,1002,1012,410,320,-385
4.772,-156,-154,0,154,-78,-76,675,1000,1017,414,296,-388
4.774,-156,-154,0,156,-78,-76,676,999,1021,418,271,-392
4.776,-157,-156,0,156,-78,-76,678,995,1025,423,250,-395
4.778,-157,-156,0,156,-79,-76,676,992,1028,427,229,-398
4.78,-159,-156,1,157,-81,-76,675,989,1030,432,209,-400
4.782,-162,-157,3,159,-82,-76,672,984,1033,437,192,-401
4.784,-164,-157,3,159,-84,-76,667,978,1034,444,175,-403
4.786,-165,-157,4,161,-86,-76,662,971,1036,450,161,-403
4.788,-165,-157,4,161,-86,-76,657,965,1038,457,146,-401
4.79,-165,-157,4,161,-84,-76,652,958,1038,465,131,-400
4.792,-162,-157,3,159,-84,-76,647,950,1038,471,115,-398
4.794,-161,-156,1,157,-81,-74,641,940,1036,478,102,-395
4.796,-157,-154,1,154,-79,-74,634,930,1033,483,89,-392
4.798,-154,-152,0,152,-78,-74,626,919,1030,489,76,-388
4.8,-151,-149,0,149,-76,-73,616,906,1026,496,66,-384
4.802,-144,-144,0,144,-73,-71,608,895,1023,504,56,-377
4.804,-139,-138,0,138,-69,-68,598,883,1018,512,50,-369
4.806,-133,-133,0,133,-66,-66,589,870,1015,519,43,-361
4.808,-130,-130,0,128,-65,-65,577,857,1008,527,37,-353
4.81,-126,-126,0,125,-63,-63,564,842,1000,532,29,-344
4.812,-122,-123,0,122,-61,-61,550,826,991,537,24,-336
4.814,-117,-118,0,117,-58,-58,535,810,979,541,19,-327
4.816,-112,-113,0,112,-56,-56,520,790,966,546,16,-317
4.818,-107,-107,0,105,-53,-53,504,772,955,551,9,-305
4.82,-99,-99,0,99,-50,-48,488,751,940,556,3,-292
4.822,-92,-91,0,91,-45,-45,471,730,925,561,-3,-278
4.824,-84,-82,0,82,-42,-40,454,707,909,566,-8,-263
4.826,-78,-74,1,74,-40,-34,436,683,891,569,-11,-247
4.828,-71,-65,3,66,-37,-29,416,659,870,571,-13,-229
4.83,-65,-56,6,60,-35,-24,397,631,847,571,-16,-211
4.832,-58,-48,8,53,-34,-17,375,603,821,569,-16,-195
4.834,-52,-40,9,45,-30,-14,354,574,794,566,-13,-175
4.836,-43,-32,9,37,-27,-9,333,545,764,559,-6,-157
4.838,-35,-22,11,29,-24,-4,314,514,735,553,-1,-139
4.84,-27,-13,13,19,-21,0,294,483,704,546,8,-120
4.842,-17,-1,14,9,-16,4,275,452,673,537,17,-102
4.844,-9,6,16,0,-13,11,255,423,641,527,26,-82
4.846,-1,16,17,-6,-11,16,235,392,608,515,32,-65
4.848,0,22,21,-13,-9,21,218,362,576,502,37,-48
4.85,3,27,22,-16,-8,24,200,333,541,486,39,-35
4.852,6,30,22,-19,-8,26,182,304,507,470,40,-22
4.854,8,34,24,-21,-6,29,165,276,475,450,43,-11
4.856,11,37,24,-24,-6,30,149,248,442,431,45,0
4.858,13,39,24,-26,-6,30,133,224,411,413,47,8
4.86,13,39,24,-27,-4,30,120,200,380,395,45,16
4.862,14,40,24,-27,-4,32,105,177,353,377,42,24
4.864,16,43,24,-30,-3,34,94,156,325,361,35,32
4.866,19,47,26,-34,-3,35,82,138,301,344,30,40
4.868,21,50,27,-35,-3,39,74,122,278,328,26,47
4.87,21,52,29,-37,-3,40,65,105,255,312,19,53
4.872,19,52,30,-35,-4,40,56,89,231,296,14,58
4.874,19,50,29,-35,-4,40,48,73,208,276,6,63
4.876,21,50,27,-35,-3,39,40,58,185,258,0,66
4.878,22,50,26,-37,-1,37,34,43,165,242,-4,68
4.88,26,52,26,-39,0,39,29,32,146,227,-9,73
4.882,29,55,26,-42,0,40,24,21,130,214,-17,76
4.884,30,58,26,-45,0,42,21,13,115,201,-27,78
4.886,32,58,26,-47,1,42,17,4,100,188,-42,79
4.888,30,58,26,-45,0,42,14,-1,86,174,-60,79
4.89,29,55,24,-43,0,40,11,-8,73,161,-81,79
4.892,27,53,24,-42,0,39,8,-16,60,148,-102,79
4.894,26,52,24,-39,0,37,6,-21,48,136,-122,78
4.896,22,48,22,-37,0,35,3,-27,39,125,-139,76
4.898,19,43,22,-32,0,32,1,-32,30,113,-157,74
4.9,14,39,21,-27,-3,29,0,-35,22,104,-175,73
4.902,11,34,21,-24,-3,27,0,-39,16,96,-195,71
4.904,9,30,19,-21,-4,26,-1,-40,11,89,-213,71
4.906,6,27,19,-17,-4,22,-1,-42,6,82,-231,69
4.908,4,24,17,-14,-4,19,-1,-43,1,76,-250,68
4.91,4,21,16,-14,-4,17,-1,-43,-1,71,-266,68
4.912,4,21,14,-14,-3,17,0,-43,-4,65,-283,66
4.914,6,21,13,-14,-3,16,0,-43,-8,60,-296,63
4.916,8,21,13,-16,-1,16,0,-42,-11,56,-307,63
4.918,9,22,11,-17,0,17,1,-42,-13,55,-317,61
4.92,9,22,13,-17,-1,17,1,-40,-13,53,-327,61
4.922,6,21,13,-14,-3,16,1,-40,-14,52,-336,58
4.924,3,17,14,-11,-4,16,3,-39,-16,50,-346,56
4.926,1,17,14,-11,-6,14,3,-39,-16,50,-356,55
4.928,1,19,14,-11,-6,16,6,-35,-16,50,-364,53
4.93,3,21,16,-13,-4,17,8,-34,-16,52,-372,53
4.932,4,22,16,-14,-4,17,11,-32,-14,52,-382,52
4.934,6,22,16,-14,-3,17,13,-30,-14,52,-390,50
4.936,6,22,14,-14,-3,17,14,-29,-14,53,-398,50
4.938,6,21,14,-14,-3,17,14,-27,-13,55,-410,50
4.94,4,19,13,-13,-4,16,13,-27,-13,55,-426,48
4.942,1,16,13,-9,-4,14,13,-27,-13,55,-445,47
4.944,0,13,13,-8,-6,13,13,-27,-11,55,-465,45
4.946,0,13,13,-6,-6,11,16,-26,-9,55,-483,43
4.948,0,11,11,-6,-4,11,17,-24,-8,56,-497,42
4.95,0,11,9,-6,-4,9,19,-22,-6,56,-510,40
4.952,0,9,9,-6,-4,9,21,-21,-4,58,-520,40
4.954,0,9,8,-6,-3,8,21,-19,-3,58,-532,39
4.956,0,8,8,-4,-3,6,22,-19,-1,58,-545,37
4.958,0,6,6,-3,-3,6,22,-17,-1,60,-559,35
4.96,0,4,6,-3,-3,4,22,-17,0,61,-574,34
4.962,0,4,6,-1,-4,4,22,-16,0,63,-584,34
4.964,-1,3,6,0,-4,3,22,-16,1,65,-592,32
4.966,-4,1,6,0,-6,3,22,-14,3,66,-598,29
4.968,-4,1,8,0,-8,3,24,-13,4,68,-603,27
4.97,-6,1,8,0,-8,4,24,-11,8,69,-606,26
4.972,-6,1,9,0,-9,4,26,-9,11,73,-608,24
4.974,-8,1,11,0,-9,6,27,-8,14,74,-608,22
4.976,-8,1,11,0,-11,6,27,-6,16,78,-610,19
4.978,-8,1,11,1,-11,6,27,-4,17,79,-613,17
4.98,-8,1,11,1,-11,6,27,-4,21,81,-616,16
4.982,-8,1,9,0,-9,6,29,-3,22,82,-621,16
4.984,-6,3,9,0,-9,6,29,-3,24,86,-628,14
4.986,-4,3,9,0,-8,6,27,-1,27,86,-637,13
4.988,-4,4,9,0,-8,6,27,-1,29,87,-649,13
4.99,-4,4,11,0,-8,8,27,0,30,89,-660,11
4.992,-4,4,11,0,-9,8,26,0,32,89,-667,8
4.994,-6,3,11,0,-9,6,26,0,34,89,-672,4
4.996,-8,1,11,1,-9,6,26,1,35,91,-673,3
4.998,-8,1,9,1,-9,6,26,3,35,91,-675,0
5.0,-6,1,9,0,-9,6,26,4,37,92,-676,0
5.002,-8,1,9,0,-9,6,24,4,37,94,-681,0
5.004,-8,1,11,1,-9,6,24,6,39,94,-688,-1
5.006,-8,1,11,0,-9,6,24,8,39,96,-694,-3
5.008,-8,3,11,0,-9,6,24,8,40,97,-704,-3
5.01,-8,3,11,0,-11,6,24,9,40,97,-712,-4
5.012,-8,3,13,0,-9,8,22,11,42,97,-719,-6
5.014,-8,4,13,0,-9,8,22,11,42,99,-724,-8
5.016,-6,4,13,0,-9,8,22,11,42,99,-725,-9
5.018,-6,6,13,0,-9,9,22,9,43,99,-729,-11
5.02,-4,8,14,-1,-9,9,22,9,45,99,-735,-11
5.022,-4,9,14,-1,-9,11,22,9,45,99,-743,-11
5.024,-4,9,16,-1,-11,13,22,9,45,99,-753,-11
5.026,-4,11,17,-1,-11,14,22,9,45,97,-764,-11
5.028,-6,13,19,-1,-13,14,22,8,43,97,-774,-11
5.03,-8,11,21,0,-14,14,21,8,43,96,-782,-13
5.032,-11,8,21,0,-16,13,17,4,40,94,-790,-14
5.034,-13,4,19,1,-16,11,16,3,39,91,-800,-16
5.036,-13,4,19,1,-16,11,14,1,37,89,-810,-17
5.038,-11,6,19,0,-14,11,13,1,35,89,-818,-17
5.04,-9,6,19,0,-14,13,13,1,35,87,-825,-17
5.042,-9,8,19,0,-14,13,11,1,35,87,-825,-16
5.044,-8,9,19,0,-14,14,9,1,35,87,-821,-16
5.046,-8,9,19,-1,-14,14,9,1,34,86,-816,-16
5.048,-8,9,21,-1,-14,14,8,0,34,84,-812,-14
5.05,-8,9,21,0,-14,14,8,0,34,84,-807,-14
5.052,-9,9,21,0,-16,14,6,0,32,84,-805,-14
5.054,-11,8,19,0,-16,13,4,0,32,82,-805,-14
5.056,-13,4,19,1,-16,13,3,0,30,81,-805,-16
5.058,-14,3,17,3,-17,11,1,0,27,81,-808,-17
5.06,-16,1,17,4,-17,9,0,-1,26,78,-812,-17
5.062,-17,0,19,6,-19,9,0,-3,24,76,-815,-17
5.064,-16,3,19,4,-17,11,0,-3,22,76,-816,-17
5.066,-14,4,19,3,-17,13,0,-4,21,74,-818,-16
5.068,-13,6,19,0,-17,13,0,-4,19,74,-818,-16
5.07,-9,9,19,0,-16,14,0,-4,19,73,-816,-14
5.072,-8,11,19,-1,-14,14,0,-4,17,73,-813,-14
5.074,-8,11,19,-1,-14,14,0,-8,16,69,-810,-14
5.076,-9,9,19,-1,-16,14,-1,-9,13,68,-807,-16
5.078,-11,9,21,0,-17,16,-3,-13,8,65,-803,-16
5.08,-11,9,22,0,-17,16,-3,-14,4,61,-803,-17
5.082,-13,9,22,0,-19,16,-4,-16,3,58,-803,-19
5.084,-13,8,22,0,-17,14,-6,-16,1,56,-807,-19
5.086,-13,6,21,0,-17,14,-8,-17,0,55,-810,-19
5.088,-13,6,19,0,-17,13,-8,-17,0,55,-813,-17
5.09,-11,6,19,0,-16,13,-9,-17,0,53,-816,-17
5.092,-9,8,17,0,-14,13,-8,-17,-1,53,-816,-16
5.094,-6,9,16,-1,-13,13,-8,-17,-1,53,-816,-14
5.096,-3,11,16,-4,-11,14,-8,-19,-1,52,-815,-13
5.098,-1,13,14,-6,-9,14,-8,-19,-3,50,-815,-13
5.1,0,14,14,-8,-8,14,-8,-21,-4,48,-813,-13
5.102,0,14,14,-8,-8,14,-8,-22,-6,45,-813,-13
5.104,0,14,14,-8,-8,14,-8,-22,-8,43,-813,-13
5.106,0,13,14,-6,-8,14,-9,-24,-9,42,-815,-13
5.108,-1,13,14,-4,-9,13,-11,-24,-9,39,-816,-13
5.11,-4,9,14,-3,-11,13,-11,-26,-11,37,-818,-14
5.112,-6,8,16,-1,-13,13,-13,-26,-11,35,-821,-14
5.114,-8,8,16,0,-13,13,-14,-27,-13,34,-820,-16
5.116,-8,8,16,0,-13,13,-14,-27,-13,32,-820,-16
5.118,-8,6,16,0,-14,11,-16,-29,-16,29,-818,-17
5.12,-11,3,16,1,-14,9,-17,-30,-17,26,-816,-19
5.122,-11,1,14,3,-14,8,-17,-32,-19,24,-816,-19
5.124,-9,3,14,1,-13,9,-17,-30,-17,22,-815,-19
5.126,-8,6,14,0,-11,11,-16,-29,-17,24,-812,-17
5.128,-4,8,14,-1,-11,11,-16,-27,-16,24,-810,-14
5.13,-4,8,14,-1,-11,11,-14,-26,-14,26,-807,-13
5.132,-6,8,14,0,-11,11,-14,-26,-14,26,-805,-13
5.134,-8,4,14,0,-13,9,-14,-26,-14,24,-802,-13
5.136,-9,3,14,1,-14,9,-13,-26,-16,22,-799,-14
5.138,-11,1,14,1,-14,8,-13,-26,-17,21,-795,-16
5.14,-13,0,14,3,-14,8,-13,-27,-19,19,-794,-17
5.142,-14,0,14,4,-14,6,-13,-29,-21,17,-792,-19
5.144,-14,0,14,4,-14,6,-13,-30,-21,17,-792,-21
5.146,-14,0,14,6,-16,6,-11,-30,-19,16,-790,-22
5.148,-16,0,14,6,-16,4,-11,-30,-19,16,-790,-26
5.15,-16,0,14,6,-16,4,-9,-29,-17,14,-790,-26
5.152,-14,0,13,6,-14,4,-9,-27,-16,14,-789,-27
5.154,-13,0,11,4,-13,4,-8,-27,-14,14,-786,-27
5.156,-13,0,9,4,-11,3,-8,-26,-14,13,-782,-27
5.158,-11,0,9,4,-11,3,-6,-26,-13,13,-779,-27
5.16,-9,0,8,3,-9,3,-6,-26,-11,13,-776,-27
5.162,-6,1,9,1,-8,4,-3,-24,-9,14,-772,-26
5.164,-4,4,9,0,-8,6,-1,-22,-6,16,-769,-26
5.166,-4,6,11,0,-8,8,0,-21,-3,17,-768,-24
5.168,-4,6,11,0,-9,8,0,-19,-1,19,-764,-24
5.17,-4,6,13,0,-9,9,0,-17,0,21,-761,-24
5.172,-4,8,13,0,-9,9,1,-16,0,21,-758,-22
5.174,-4,8,13,0,-9,9,3,-16,0,21,-755,-22
5.176,-6,6,13,0,-11,9,3,-14,0,21,-750,-22
5.178,-8,4,13,0,-11,8,3,-14,0,19,-746,-22
5.18,-8,1,11,1,-11,6,3,-14,0,17,-745,-24
5.182,-9,0,9,1,-11,4,3,-14,0,16,-743,-26
5.184,-8,0,9,1,-9,4,3,-14,0,14,-742,-27
5.186,-6,1,8,0,-8,4,4,-13,1,16,-738,-27
5.188,-4,3,9,0,-8,6,6,-11,3,16,-735,-27
5.19,-3,6,9,0,-8,8,8,-11,4,17,-732,-27
5.192,-3,6,9,-1,-8,8,9,-9,6,19,-729,-27
5.194,-3,8,11,-1,-8,9,9,-9,8,19,-724,-27
5.196,-3,6,11,-1,-8,9,11,-8,9,19,-717,-27
5.198,-6,4,11,0,-9,8,11,-8,11,17,-712,-27
5.2,-9,1,11,1,-11,6,13,-8,13,17,-707,-29
5.202,-11,0,11,3,-13,6,13,-6,14,17,-703,-29
5.204,-11,0,13,4,-13,6,13,-6,16,19,-699,-29
5.206,-13,0,13,4,-14,6,14,-4,17,21,-696,-30
5.208,-13,0,13,4,-14,6,14,-3,21,22,-693,-30
5.21,-13,0,13,4,-14,6,14,-1,22,24,-689,-30
5.212,-13,0,13,4,-14,6,14,-1,24,26,-686,-30
5.214,-14,0,13,6,-14,4,13,-1,24,26,-685,-30
5.216,-14,0,11,6,-14,4,13,-1,24,26,-680,-32
5.218,-14,-1,11,6,-13,3,13,0,22,24,-676,-32
5.22,-14,-1,9,6,-13,3,13,0,22,24,-672,-32
5.222,-14,-1,9,6,-13,3,14,0,24,24,-667,-32
5.224,-13,-1,9,6,-13,3,16,1,26,26,-663,-32
5.226,-14,-1,11,6,-13,3,17,4,27,27,-659,-32
5.228,-14,0,11,6,-13,4,21,6,30,29,-654,-30
5.23,-14,0,13,6,-14,4,24,9,32,30,-649,-30
5.232,-14,0,14,6,-14,6,26,9,34,32,-644,-29
5.234,-16,0,14,8,-16,6,27,11,35,32,-639,-29
5.236,-17,-1,14,8,-16,6,29,9,35,32,-634,-29
5.238,-17,-1,14,9,-16,4,29,9,35,30,-629,-29
5.24,-19,-3,13,9,-16,4,29,9,34,29,-626,-30
5.242,-17,-3,13,9,-16,3,27,8,34,27,-623,-30
5.244,-17,-3,11,9,-14,3,27,8,34,27,-620,-32
5.246,-17,-3,11,9,-14,3,27,8,35,27,-620,-34
5.248,-17,-3,13,9,-14,3,27,9,37,29,-620,-34
5.25,-16,-1,13,6,-14,4,29,11,39,30,-621,-34
5.252,-13,0,11,3,-13,6,30,14,40,34,-623,-34
5.254,-9,1,11,1,-11,6,32,16,43,35,-621,-34
5.256,-8,3,11,0,-9,8,34,19,45,37,-620,-34
5.258,-8,4,13,0,-9,8,35,21,47,37,-613,-34
5.26,-6,4,13,0,-9,9,37,22,48,39,-606,-34
5.262,-6,6,14,0,-9,11,37,24,50,40,-597,-32
5.264,-6,8,14,0,-11,11,39,26,52,40,-587,-32
5.266,-8,8,16,0,-13,13,40,26,52,42,-579,-32
5.268,-8,8,17,0,-14,13,42,27,53,43,-572,-32
5.27,-8,9,19,0,-14,14,43,30,55,45,-567,-32
5.272,-9,9,19,0,-14,14,45,30,55,47,-563,-32
5.274,-11,8,19,0,-16,14,45,32,55,47,-558,-32
5.276,-13,6,19,1,-16,13,45,32,53,45,-554,-32
5.278,-16,3,19,4,-17,11,45,30,52,45,-548,-32
5.28,-17,0,17,6,-17,9,45,29,52,43,-541,-32
5.282,-19,0,17,8,-17,8,43,29,52,43,-535,-32
5.284,-19,0,17,8,-17,8,45,29,52,45,-525,-32
5.286,-19,0,17,8,-17,8,45,30,53,45,-515,-30
5.288,-19,0,17,8,-17,8,45,32,56,48,-506,-30
5.29,-19,0,17,8,-17,8,47,34,60,50,-497,-29
5.292,-19,0,19,8,-19,9,47,35,61,50,-489,-30
5.294,-21,0,19,9,-21,8,47,37,61,50,-483,-30
5.296,-22,-1,17,11,-21,8,47,35,61,50,-476,-32
5.298,-21,-1,17,11,-19,6,48,35,60,48,-471,-34
5.3,-19,-1,16,9,-17,6,50,35,60,48,-467,-34
5.302,-17,0,16,8,-17,6,50,35,61,48,-463,-34
5.304,-16,0,14,6,-16,6,52,37,63,50,-462,-32
5.306,-13,0,14,4,-13,6,53,39,65,52,-460,-32
5.308,-11,0,13,3,-11,6,55,40,68,55,-460,-30
5.31,-11,0,11,3,-11,4,55,42,68,55,-463,-30
5.312,-11,0,11,4,-11,4,55,43,69,56,-463,-30
5.314,-13,0,11,4,-11,3,55,43,69,56,-462,-32
5.316,-13,0,11,4,-13,3,56,45,71,56,-455,-32
5.318,-13,0,11,4,-13,4,56,45,71,56,-447,-32
5.32,-14,0,13,6,-14,4,56,45,71,56,-436,-32
5.322,-16,0,14,6,-16,6,56,47,71,58,-424,-32
5.324,-17,0,16,6,-17,8,58,48,73,61,-413,-32
5.326,-17,0,17,6,-17,9,60,50,76,63,-400,-30
5.328,-17,1,17,6,-17,9,60,52,78,66,-388,-30
5.33,-17,1,19,4,-17,9,61,53,79,68,-377,-30
5.332,-16,3,19,4,-17,11,63,53,81,69,-367,-29
5.334,-14,4,19,3,-16,11,65,55,82,69,-358,-27
5.336,-13,4,17,1,-16,11,66,55,84,69,-351,-27
5.338,-13,4,17,1,-16,11,68,55,84,69,-348,-26
5.34,-13,6,19,0,-16,13,69,56,87,69,-349,-26
5.342,-11,8,21,0,-16,14,71,58,91,71,-353,-24
5.344,-11,11,22,0,-16,17,73,61,94,73,-356,-24
5.346,-8,16,26,-4,-16,21,76,66,100,78,-356,-24
5.348,-4,24,29,-9,-16,26,79,71,109,82,-351,-22
5.35,-1,30,34,-14,-17,32,82,76,113,87,-343,-22
5.352,0,37,39,-17,-19,39,86,79,120,92,-331,-21
5.354,-1,42,45,-21,-22,43,87,81,125,97,-318,-21
5.356,-1,47,50,-22,-26,48,91,84,128,100,-302,-21
5.358,-3,52,55,-24,-29,53,94,87,131,104,-284,-21
5.36,-1,56,60,-27,-30,58,97,91,135,107,-268,-19
5.362,0,61,61,-29,-30,61,100,96,139,110,-252,-19
5.364,0,63,63,-30,-32,63,104,100,146,115,-237,-19
5.366,0,65,65,-32,-32,65,107,107,151,120,-224,-17
5.368,0,68,68,-34,-34,66,110,115,157,125,-209,-16
5.37,0,71,69,-35,-34,69,113,122,164,131,-196,-14
5.372,0,74,73,-37,-35,73,118,130,172,138,-187,-13
5.374,0,78,78,-39,-39,78,122,136,179,144,-177,-11
5.376,0,81,82,-39,-42,81,123,139,185,149,-170,-9
5.378,-1,84,87,-40,-43,86,125,141,190,154,-165,-9
5.38,-1,89,91,-43,-45,89,123,139,192,156,-161,-9
